Timestamps,
731374536,2
731374827,4
731375199,20
731382950,2
731387462,1
731398562,3
731405049,3
731412014,1
731416165,20
731417797,4
731426035,4
731431465,0
731432976,0
731433985,2
731440299,1
731445055,20
731447149,3
731455995,2
731456258,3
731465058,1
731470009,4
731473495,4
731479045,0
731482679,2
731485684,0
731486783,20
731487595,1
731498664,3
731507664,3
731508303,2
731519002,4
731524318,1
731525128,20
731526058,4
731530034,0
731531990,1
731532824,0
731533864,2
731555938,2
731559486,3
731563824,3
731566430,20
731570096,4
731570994,1
731573515,4
731580896,2
731588711,0
731591778,0
731598602,1
731605612,20
731606522,3
731608399,2
731616104,3
731617892,4
731623216,1
731626113,4
731632110,2
731636968,0
731645494,0
731647661,20
731648797,1
731656071,2
731659661,3
731666528,3
731671678,1
731678029,4
731681065,2
731685691,20
731686442,4
731689931,0
731691718,0
731699502,1
731707393,3
731708002,2
731715051,3
731724290,1
731726454,20
731729912,4
731732689,4
731733130,2
731736684,0
731745093,0
731747185,1
731755242,20
731757302,2
731760371,3
731762371,3
731771442,1
731778188,4
731781068,2
731786562,4
731798175,0
731800107,1
731805356,0
731806184,20
731808602,2
731819382,3
731823393,3
731824712,1
731830857,4
731833953,2
731834520,4
731835789,20
731848543,1
731850163,0
731852093,0
731856529,2
731865636,3
731872668,1
731876091,3
731876851,20
731878323,4
731885411,4
731892542,2
731899015,0
731899999,1
731905036,0
731915888,20
731916718,2
731917953,3
731921848,3
731923177,1
731933329,2
731939126,4
731946092,4
731947073,1
731950829,0
731952746,0
731955806,2
731959400,20
731971279,1
731978748,3
731984072,3
731990414,4
731994746,4
731995117,2
731997820,20
731998219,1
732009328,0
732012179,0
732016838,2
732024262,1
732027544,3
732031056,1
732036507,20
732038753,4
732040397,2
732045956,4
732049309,3
732058754,0
732065761,0
732067416,2
732075885,20
732079637,3
732082348,3
732083986,1
732090596,4
732093267,2
732094688,4
732108829,1
732109837,0
732113719,0
732117546,20
732119679,2
732132207,1
732137522,4
732138628,3
732139744,2
732145420,20
732145932,4
732158327,0
732159284,3
732159939,1
732164765,0
732168378,2
732180609,3
732182477,3
732185131,1
732186785,20
732191712,4
732192653,2
732195829,4
732209186,1
732210741,0
732213296,0
732217473,2
732225882,20
732230858,1
732239910,3
732240914,2
732242090,3
732250338,4
732254381,4
732259427,1
732267745,20
732269056,2
732272511,0
732275019,0
732284679,1
732288392,3
732292855,2
732294963,3
732299080,4
732305808,20
732307012,4
732307224,1
732317128,2
732318637,0
732324849,0
732331686,1
732339582,2
732340204,3
732343037,3
732348775,20
732350118,4
732353557,4
732359142,1
732368797,2
732372529,0
732374054,0
732384495,1
732385542,20
732392002,2
732401255,3
732403689,4
732405886,4
732408847,1
732415869,2
732422554,3
732426375,20
732429346,0
732432146,0
732432617,1
732441047,2
732447943,3
732455971,3
732459010,4
732460971,1
732465122,4
732465952,20
732467912,2
732477848,0
732484224,1
732485406,0
732493136,2
732500571,2
732501302,3
732506074,3
732506738,20
732508770,1
732509960,4
732513442,4
732530351,0
732532075,0
732544521,1
732546072,20
732547746,3
732554789,2
732556905,3
732558759,4
732566059,4
732566628,1
732575636,2
732578777,20
732579893,0
732584839,0
732585539,1
732593431,2
732600377,3
732604520,3
732608566,1
732610384,4
732615516,4
732616063,20
732616599,2
732631533,0
732632669,0
732645221,1
732654313,2
732657143,20
732659407,4
732661433,3
732664233,3
732665787,4
732669184,1
732675925,2
732692101,1
732692450,0
732693297,0
732693882,2
732696095,20
732707957,3
732710314,4
732713345,4
732717037,3
732717560,2
732718819,1
732739812,20
732740948,0
732745533,0
732745947,1
732754145,2
732762617,3
732764504,3
732767606,1
732771071,4
732773836,4
732776457,2
732778668,20
732791210,0
732792065,1
732792995,0
732800929,2
732818316,20
732820159,4
732821085,3
732821796,1
732822837,3
732826168,4
732827356,2
732846925,1
732850100,0
732854394,0
732855959,2
732857835,20
732868526,3
732869572,1
732870344,4
732873951,4
732875896,3
732876921,2
732892053,1
732896902,20
732898283,0
732900013,2
732905713,0
732917776,4
732919354,1
732921397,3
732922946,3
732926010,4
732928587,2
732937728,20
732944455,1
732950233,0
732953678,2
732954093,0
732968543,1
732970495,4
732973053,4
732976816,20
732977903,2
732979797,3
732982805,3
732991907,1
733000940,2
733005606,20
733011420,0
733013163,0
733019739,1
733027654,3
733028721,2
733031304,4
733033391,4
733044715,1
733050101,3
733052142,1
733054110,2
733057033,20
733059466,0
733066639,0
733077193,2
733078285,4
733083755,3
733087804,3
733088909,4
733089351,20
733105524,1
733110960,0
733112275,2
733112685,0
733127031,20
733127726,1
733128328,3
733130190,4
733133177,4
733135692,3
733136656,2
733154437,2
733158324,0
733166198,0
733166747,20
733176577,2
733179177,4
733179889,1
733181311,3
733183147,3
733186614,4
733200961,2
733205769,1
733206721,20
733210637,0
733213753,0
733226855,1
733229217,2
733233072,4
733234111,4
733241841,3
733243406,3
733246203,20
733252092,1
733261455,2
733270839,0
733272763,0
733279396,1
733286989,20
733288535,3
733289488,2
733293543,4
733294431,4
733295796,3
733305434,1
733313124,2
733318985,0
733327045,20
733327501,0
733328355,1
733336364,2
733339700,4
733340970,3
733344372,3
733346197,4
733351926,1
733357210,20
733360231,2
733372321,0
733374940,0
733379043,1
733388872,2
733392952,4
733394540,4
733396702,20
733403259,3
733404158,3
733404982,1
733413562,2
733417892,0
733425858,0
733428134,1
733436894,20
733438004,4
733438643,2
733445835,4
733447611,3
733451711,1
733461417,2
733471534,3
733476343,20
733477039,0
733478675,1
733485578,0
733488225,2
733493203,4
733494422,4
733500856,3
733502651,1
733506237,3
733513028,2
733518752,20
733527676,1
733530326,0
733535208,0
733539966,2
733548903,3
733551699,4
733553973,1
733554565,4
733557865,3
733558704,20
733561292,2
733578673,1
733579978,0
733585608,0
733588964,2
733597920,20
733599415,4
733600587,3
733603521,3
733606436,4
733612014,1
733613697,2
733630099,0
733633025,0
733636456,20
733637324,2
733638480,1
733651844,4
733653585,4
733660992,2
733662254,3
733663478,3
733664801,1
733677286,20
733687691,1
733688841,2
733690228,0
733694134,0
733700630,4
733704685,1
733706399,20
733707726,4
733708533,3
733712663,2
733715824,3
733727690,1
733738114,0
733740657,2
733744900,0
733747341,20
733751267,4
733752755,4
733762644,3
733764523,3
733765265,1
733773173,2
733787169,20
733788071,1
733791484,0
733792935,0
733796612,2
733811759,4
733813072,1
733813556,4
733813883,2
733820438,3
733823396,3
733826914,20
733837037,2
733838132,1
733852609,0
733853814,0
733861054,4
733863808,1
733865980,4
733866273,20
733867778,3
733874385,2
733877990,3
733887335,1
733897398,2
733899336,0
733905781,0
733909340,20
733910501,4
733911555,1
733913650,4
733921100,2
733921728,3
733923323,3
733939891,1
733947345,20
733948507,2
733951239,0
733953313,0
733957768,4
733963539,1
733965989,4
733974150,2
733981023,3
733983617,3
733987476,20
733988780,1
733997102,2
734010022,0
734011858,4
734013115,1
734013660,4
734014129,0
734021039,2
734026295,20
734028063,3
734037010,3
734038557,1
734049177,2
734050188,0
734053629,0
734064946,1
734066957,20
734071465,4
734072530,1
734073418,2
734073809,4
734078951,3
734084166,3
734096484,20
734097698,2
734108856,0
734113029,0
734118733,4
734120947,2
734123960,1
734127159,3
734127968,4
734136159,3
734147209,20
734148565,1
734149385,2
734157525,0
734163718,1
734166957,0
734170443,4
734171237,1
734173511,4
734174103,2
734177183,20
734178880,3
734183233,3
734197756,2
734209055,0
734212139,0
734217272,20
734219989,4
734222918,2
734225794,4
734226219,1
734240651,3
734243741,3
734248475,1
734249264,2
734256265,20
734270623,0
734271584,4
734272310,1
734273295,4
734274064,0
734274666,2
734287537,3
734296289,3
734298786,1
734299452,20
734300250,2
734316885,0
734325084,1
734326599,0
734331310,4
734334911,2
734335939,4
734337939,20
734339971,3
734342884,3
734348826,1
734357557,2
734368279,0
734372330,1
734373570,0
734377699,2
734378435,20
734379484,4
734381293,2
734387734,4
734399788,3
734400915,1
734402637,3
734416792,0
734417641,20
734424547,1
734425384,0
734429983,4
734434346,2
734434717,4
734453281,3
734455716,1
734457479,3
734458323,2
734459839,20
734469574,0
734472341,1
734474302,0
734478149,4
734481368,2
734486307,20
734488026,4
734500046,3
734501171,1
734506866,3
734508786,2
734527714,20
734531639,4
734533497,1
734534700,0
734535975,2
734536373,4
734548451,3
734558060,2
734560037,1
734560666,3
734566611,20
734577571,0
734584119,2
734585557,0
734586111,1
734590431,4
734595727,4
734600418,3
734603527,3
734607386,20
734608859,1
734609084,2
734624468,1
734630372,0
734632111,1
734632625,2
734633771,0
734639140,4
734646697,20
734647707,4
734657262,2
734661707,3
734664158,3
734680861,2
734684294,1
734688197,0
734689395,20
734691550,4
734692570,0
734694805,4
734709673,2
734711284,3
734712892,1
734716624,3
734728357,20
734733013,1
734733565,2
734735713,0
734737941,4
734746468,0
734747324,4
734758396,2
734760378,1
734763496,3
734764354,3
734767335,20
734786630,1
734789217,0
734790702,4
734794043,0
734794478,2
734795398,4
734807091,20
734810842,1
734817347,2
734822259,3
734823949,3
734831903,1
734832956,2
734837216,0
734847217,0
734848891,20
734851557,4
734853403,4
734861153,2
734861457,1
734867563,3
734875574,3
734876891,20
734881296,2
734885658,1
734889488,0
734893820,0
734898620,4
734906341,4
734908437,2
734909671,1
734919495,20
734923028,3
734924867,3
734940775,2
734944339,1
734948000,0
734950064,4
734952244,0
734954183,4
734957645,20
734969340,1
734970835,2
734981424,3
734983809,3
734985173,1
734994240,2
734995697,0
735001595,4
735003186,20
735005562,0
735009261,4
735010071,1
735019176,2
735030146,3
735035692,3
735036823,20
735040437,2
735044386,1
735049294,0
735050573,4
735053437,0
735054358,4
735068504,1
735068750,2
735081486,20
735082861,3
735083912,3
735084643,1
735092806,1
735093359,2
735106283,20
735110779,0
735112589,4
735113508,0
735114438,4
735117890,2
735129167,3
735135251,3
735140090,2
735144398,1
735156538,0
735157638,20
735158627,4
735167833,4
735168960,2
735169742,1
735180292,0
735180955,3
735182286,3
735191778,1
735193229,2
735200222,20
735209704,0
735210649,4
735212334,0
735214503,4
735217016,2
735219072,1
735237438,20
735240003,3
735240947,2
735243460,3
735244572,1
735256587,0
735262246,4
735271083,0
735271915,2
735276885,20
735289618,3
735291750,1
735293938,2
735296441,3
735311143,0
735313057,4
735314245,0
735314851,4
735317886,2
735320295,20
735322835,1
735341402,3
735342354,3
735344840,1
735346645,20
735353433,2
735368140,1
735369521,0
735372968,4
735374119,0
735374530,4
735376791,2
735387917,20
735393469,1
735394313,2
735400637,3
735403807,3
735416129,0
735419000,4
735420061,1
735420322,2
735426504,0
735426971,20
735427428,4
735442570,2
735444279,1
735447835,3
735452039,1
735457001,3
735467768,20
735469375,0
735470077,2
735472612,4
735473846,0
735474365,4
735492794,1
735494158,2
735502298,3
735505619,3
735507113,20
735517592,0
735519582,4
735520709,1
735520999,2
735525210,0
735529013,4
735545614,1
735548267,3
735549338,20
735552791,1
735553950,2
735557019,3
735575578,4
735577119,0
735578955,4
735579951,2
735585969,0
735586970,20
735601107,2
735604049,1
735608534,3
735627949,20
735628949,2
735629519,0
735630272,1
735630613,3
735631303,4
735632336,0
735634585,4
735652568,1
735654192,2
735662160,3
735663779,3
735671440,20
735677628,0
735680094,4
735681089,1
735684806,0
735687849,4
735698168,20
735705529,1
735707694,3
735716130,3
735727151,1
735728219,2
735729548,0
735731508,4
735733524,0
735734833,4
735736605,20
735752473,1
735754255,2
735760815,3
735765022,3
735777280,2
735777950,20
735779686,4
735781213,1
735789177,4
735789794,0
735791971,0
735801807,2
735804348,1
735816967,20
735818988,3
735823058,3
735830455,4
735831198,1
735835107,4
735836425,0
735846267,0
735853119,1
735854435,2
735860167,20
735867412,3
735876198,3
735877139,2
735878534,1
735889119,0
735892511,4
735893326,0
735894358,4
735899162,20
735901932,2
735905381,1
735912177,1
735919157,3
735923257,3
735929097,2
735937601,0
735938738,20
735939709,4
735946134,0
735947056,4
735952887,2
735961337,2
735964630,1
735967471,3
735975874,3
735978785,20
735989964,1
735991002,0
735992262,4
735993169,0
735994991,4
736004761,1
736012236,1
736014022,2
736019201,3
736020584,20
736022060,3
736036789,2
736039355,4
736047189,4
736050416,0
736053028,2
736053412,0
736057014,20
736064701,1
736077583,2
736078594,3
736083829,3
736088064,1
736100887,20
736103523,0
736104716,0
736105389,4
736107578,4
736112417,1
736113562,2
736126833,3
736127653,20
736136927,3
736139910,1
736153893,0
736154909,0
736155160,4
736155934,4
736160179,2
736165245,1
736168300,20
736179347,3
736184453,3
736187569,1
736188958,2
736199739,4
736207027,20
736207748,4
736210660,0
736212462,1
736213339,0
736213719,2
736238166,2
736240161,1
736240913,3
736242452,3
736248256,20
736253858,4
736254960,4
736257618,0
736259858,2
736264696,1
736266680,0
736287705,3
736290732,20
736291138,1
736291347,2
736299183,4
736307203,4
736309223,0
736310394,3
736312289,1
736312953,2
736313349,0
736327781,20
736338004,2
736339535,1
736340216,3
736342404,3
736359116,4
736360654,2
736364235,1
736367069,20
736367646,4
736371942,0
736373856,1
736374193,0
736387327,3
736388206,2
736395853,3
736407780,20
736408918,0
736411169,4
736412895,2
736413502,0
736415751,4
736425045,1
736438627,2
736440181,3
736442556,3
736447204,20
736448479,1
736459899,4
736460924,2
736465495,1
736467979,4
736469232,0
736472011,1
736473025,0
736488744,20
736490699,2
736499207,3
736512712,4
736513508,2
736515591,4
736516895,0
736518258,20
736522711,3
736524910,1
736526759,0
736531753,1
736540837,2
736548021,3
736559502,20
736561138,4
736566494,4
736570874,0
736571788,1
736572205,3
736572698,0
736574518,2
736596948,2
736597416,20
736599211,1
736600499,3
736602469,3
736619940,4
736621043,2
736622327,1
736626709,4
736629224,0
736633114,0
736640881,20
736648057,2
736648463,1
736660854,3
736672846,4
736673892,4
736674306,1
736674849,2
736676838,0
736678600,20
736681868,3
736686076,0
736697275,2
736699544,1
736706880,3
736718244,20
736719768,4
736721260,2
736725145,1
736726091,4
736729474,0
736731203,3
736733777,0
736747977,1
736748285,2
736757929,20
736760600,3
736764552,3
736770368,4
736771611,1
736773738,2
736774358,4
736777155,0
736788066,0
736799090,20
736800753,2
736801123,1
736807972,3
736815989,3
736819045,4
736820145,2
736823724,1
736827059,4
736836871,0
736837997,20
736845681,0
736848502,2
736849428,1
736860004,3
736864507,3
736869441,20
736873620,2
736880361,4
736886251,1
736887726,4
736890457,0
736893196,0
736897292,2
736909092,20
736910444,1
736920579,2
736921508,3
736931333,4
736932197,1
736934409,4
736937893,0
736939732,3
736945620,0
736948053,20
736949222,2
736960518,1
736962650,3
736964490,3
736973209,2
736977858,4
736984292,1
736988765,4
736989448,0
736990340,20
736993588,0
736999537,2
737006970,1
737020274,3
737021925,2
737022404,3
737030847,20
737031878,4
737032627,1
737033754,4
737048614,2
737049225,0
737052132,0
737058781,1
737067772,3
737069818,20
737076101,3
737078158,4
737081026,2
737083151,1
737086533,4
737096308,0
737105091,0
737108223,20
737109346,2
737109594,1
737120002,3
737123251,3
737130867,1
737134249,2
737138322,4
737148434,20
737149126,4
737149722,0
737152156,0
737157605,2
737159780,1
737174297,2
737179039,3
737182744,3
737183606,1
737195788,20
737197140,4
737198024,0
737198729,4
737198940,2
737207817,0
737208424,1
737217208,20
737226721,3
737232039,1
737232995,2
737242523,4
737247283,4
737250465,3
737251179,0
737253464,0
737257029,2
737259207,20
737260304,1
737279043,3
737281249,2
737282341,3
737285470,1
737290695,4
737294975,4
737297796,20
737309193,0
737310132,1
737310345,2
737312964,0
737334109,2
737339090,20
737340911,4
737342339,3
737345086,1
737346507,4
737357156,2
737358186,0
737359177,3
737368913,1
737380006,20
737381554,3
737382910,3
737383870,2
737384983,1
737399229,4
737407210,4
737408271,1
737409215,2
737410768,0
737413273,0
737420723,20
737432868,2
737438684,3
737444435,1
737451052,4
737454790,4
737457118,2
737459449,3
737459896,20
737468378,1
737473405,0
737474325,0
737481384,2
737486913,3
737491112,1
737497220,3
737498519,20
737499807,4
737506133,4
737508570,2
737519637,0
737522483,1
737526237,0
737534037,2
737537290,20
737538606,3
737542682,3
737544315,1
737553164,4
737554844,4
737556954,2
737568624,1
737572698,0
737573568,0
737578376,20
737592455,1
737592824,2
737599235,3
737611901,4
737615859,4
737618135,2
737618879,1
737619599,20
737620281,3
737630050,0
737632674,2
737641186,2
737645338,1
737646639,3
737649509,0
737658367,4
737659801,20
737668870,4
737669205,1
737669785,0
737670804,3
737673274,0
737687920,20
737692615,1
737694132,2
737697846,3
737702080,3
737711646,4
737713872,4
737716944,2
737719476,1
737729656,20
737732149,0
737735538,2
737736407,0
737744337,1
737745663,3
737750931,1
737758760,4
737760341,2
737767218,4
737768007,20
737770780,3
737776754,0
737785907,0
737791555,1
737794004,2
737798413,3
737802673,3
737810958,20
737812605,4
737813692,4
737817913,2
737820510,1
737830802,0
737832145,0
737841707,2
737844404,1
737848953,20
737859456,3
737861219,4
737868913,2
737880554,3
737888306,20
737889400,0
737895906,2
737905846,1
737907377,3
737909415,0
737916768,2
737920002,4
737927661,4
737928114,20
737928790,1
737930313,3
737937285,0
737940773,2
737944967,1
737945926,0
737951561,1
737960238,3
737964179,3
737968404,20
737969281,2
737970816,4
737974737,4
737990239,0
737992699,2
737993374,0
738003622,1
738006320,3
738009319,20
738014549,3
738017835,2
738019370,4
738026213,4
738028254,1
738036330,0
738039063,20
738042694,2
738046301,0
738052166,1
738059072,3
738063168,3
738069463,2
738078033,20
738079881,4
738080891,1
738087531,4
738093223,2
738098809,0
738104712,1
738105695,0
738117542,2
738119432,20
738120668,3
738123047,3
738127858,1
738131529,4
738133521,4
738149188,0
738151164,1
738152146,0
738152968,2
738158055,20
738167906,3
738175877,3
738177424,2
738181195,4
738183705,1
738186779,4
738192979,2
738197739,0
738200936,20
738203569,1
738205689,0
738212613,1
738217437,2
738219965,3
738222993,3
738232650,4
738234268,4
738237677,20
738250248,0
738252165,1
738252556,2
738253272,0
738276653,2
738279888,4
738282712,3
738283929,20
738284916,1
738286235,4
738298690,3
738301043,2
738303893,1
738310320,0
738312964,0
738318883,20
738321034,3
738322794,3
738328523,2
738328947,1
738332719,4
738334956,4
738353227,2
738358119,0
738359354,20
738364218,1
738372333,0
738379091,2
738380590,3
738384151,3
738387982,1
738393420,4
738395828,4
738398010,20
738400523,2
738403797,1
738410546,0
738411375,1
738412413,0
738428619,3
738429400,2
738436206,3
738438588,20
738439652,4
738446545,4
738454173,2
738465771,1
738473237,0
738474310,0
738478144,2
738480952,3
738481931,20
738483761,3
738487121,1
738491909,4
738496942,4
738500658,2
738512428,1
738519246,20
738521438,0
738527654,0
738528408,2
738538967,3
738540085,1
738551048,4
738552233,20
738553702,2
738554135,4
738560052,3
738565313,1
738573600,0
738574615,0
738578180,2
738587603,3
738588662,1
738595302,3
738598683,20
738600315,4
738607330,4
738612093,1
738613465,2
738628897,20
738630332,0
738633327,0
738638062,2
738638784,1
738641697,3
738642716,3
738653851,2
738654898,4
738665009,1
738677478,2
738678241,0
738680045,20
738685539,0
738688764,1
738699978,3
738700804,2
738707339,4
738708214,20
738712229,1
738721722,3
738728671,2
738731838,0
738733828,0
738739391,1
738749144,20
738750961,3
738752073,4
738753220,2
738754838,4
738764571,1
738770682,3
738778622,2
738780405,0
738785179,0
738787314,1
738788253,20
738800568,3
738803579,3
738813888,2
738815104,4
738816090,4
738824808,1
738828774,20
738832077,0
738833217,0
738837237,2
738848229,3
738849353,1
738855842,3
738859868,4
738861111,2
738865074,1
738867896,4
738868512,20
738872448,1
738888693,2
738892164,0
738893503,0
738901364,3
738903329,3
738908652,20
738913129,4
738914393,4
738914784,2
738925449,1
738938481,0
738940688,20
738941233,2
738945715,0
738948897,1
738960903,4
738962471,3
738968887,4
738973027,1
738981642,20
738983060,3
738989717,2
738992866,0
738993847,0
739000225,1
739008285,3
739012818,4
739013872,2
739014569,4
739014947,3
739017863,20
739025098,1
739036722,2
739047711,1
739054232,0
739056445,0
739059001,20
739060268,3
739061158,2
739063690,3
739073416,4
739074821,4
739089086,2
739097620,0
739098621,20
739099707,1
739105941,0
739108325,3
739113330,2
739116600,3
739119531,4
739123416,1
739126357,4
739137775,2
739139233,20
739147761,1
739153895,0
739155453,0
739162125,2
739163821,3
739170875,4
739172490,1
739173726,4
739178181,20
739189565,2
739199070,1
739212770,0
739213703,2
739214288,0
739218919,20
739220274,4
739221282,3
739223581,3
739224830,1
739227222,4
739241249,2
739247865,20
739248366,1
739259752,0
739266471,0
739269885,3
739273744,4
739275155,2
739275568,4
739275844,3
739284602,1
739297450,2
739298919,20
739308452,1
739311653,0
739313492,0
739321848,3
739323464,3
739324141,2
739325540,1
739328655,20
739331590,4
739337312,4
739349755,2
739350230,1
739369053,20
739373236,2
739374770,0
739376245,0
739380147,4
739382233,3
739384820,3
739388747,4
739389848,1
739397911,2
739407653,1
739408419,20
739421276,0
739425108,2
739426026,0
739428647,3
739430010,4
739431606,1
739435259,4
739436189,3
739449523,20
739451224,2
739460188,1
739472881,2
739473976,0
739475050,0
739479694,4
739481634,3
739483889,3
739484936,1
739487783,4
739489239,20
739498036,2
739507817,1
739520717,2
739530965,20
739532405,4
739533488,0
739534167,0
739535659,4
739542967,3
739544610,3
739548865,2
739560538,1
739568122,20
739574988,2
739578311,0
739584566,1
739585504,0
739588751,3
739593043,4
739594781,4
739597174,2
739607587,1
739609232,20
739610493,3
739620347,2
739631931,0
739634290,1
739634853,0
739638463,20
739639783,4
739641253,3
739643933,3
739647406,4
739648161,2
739660221,1
739674095,2
739679047,20
739680411,0
739685600,1
739686629,0
739690219,4
739694733,4
739698238,2
739703204,3
739705495,3
739708843,1
739719445,20
739722617,2
739731436,0
739733282,0
739738150,4
739743195,3
739744419,3
739745490,1
739747518,4
739748701,2
739764771,20
739768257,1
739773612,2
739785809,1
739792305,0
739793404,0
739798445,2
739800423,4
739802302,20
739803578,3
739805225,3
739808035,4
739808852,1
739832969,2
739838225,0
739843070,20
739845370,0
739845827,1
739852109,3
739854508,4
739856278,4
739857752,3
739859027,2
739868767,1
739879533,20
739881440,2
739894861,0
739896746,1
739902035,4
739902990,3
739903521,3
739907296,4
739908304,2
739919061,20
739919888,1
739934540,2
739945659,1
739951422,0
739952226,0
739954137,4
739954925,4
739956325,2
739960876,20
739963393,3
739964771,3
739968950,1
739980621,2
739993349,1
739999308,20
740000831,0
740006863,0
740008389,2
740010086,3
740011522,4
740013647,4
740014896,3
740020003,1
740028027,20
740032542,2
740045208,1
740051488,0
740053461,0
740056794,2
740059533,4
740062961,3
740064548,3
740068067,1
740068585,4
740069473,20
740080610,2
740092015,1
740099059,0
740105775,0
740108539,20
740109042,2
740109787,3
740111935,4
740113690,4
740116234,3
740120255,1
740133263,2
740145447,1
740151625,20
740153403,0
740154482,0
740157937,2
740160103,4
740162071,3
740163800,3
740167440,4
740168259,1
740181084,2
740188996,20
740206543,1
740208656,2
740211313,0
740212846,4
740213648,0
740214748,4
740219617,3
740224404,3
740229672,20
740232426,1
740234723,2
740252975,1
740257274,2
740259974,0
740266712,0
740267984,3
740269113,20
740274123,4
740275147,4
740276567,3
740280653,1
740293668,2
740305574,1
740309840,20
740313861,0
740316044,0
740318110,2
740319817,4
740321394,3
740323376,3
740328788,4
740330266,1
740340715,2
740348224,20
740353759,1
740369327,2
740370853,4
740374957,0
740376303,0
740377780,4
740379031,1
740379722,20
740382774,3
740385369,3
740393875,2
740405862,1
740416878,2
740418769,20
740420507,0
740427464,0
740428372,3
740428945,1
740433397,4
740434403,4
740435901,3
740440753,2
740453231,1
740459544,20
740469148,2
740475866,0
740477689,0
740480093,4
740481379,1
740481976,3
740482709,3
740487263,4
740493776,2
740499689,20
740506718,1
740516705,2
740522024,0
740527488,0
740529051,1
740533100,4
740534132,4
740540683,3
740541521,2
740542191,20
740544309,3
740557055,1
740568636,2
740572883,0
740574206,0
740579919,20
740581018,4
740581857,1
740586968,3
740587751,4
740592809,2
740604751,1
740611299,3
740617158,2
740619725,20
740629352,1
740632976,4
740634330,0
740635848,0
740636239,4
740641538,3
740642569,2
740643352,3
740658514,20
740664845,1
740670019,2
740679633,0
740685639,0
740688289,3
740690630,1
740694069,2
740695157,4
740697031,4
740697727,3
740699796,20
740713170,1
740717213,2
740731401,0
740733471,0
740738737,20
740739702,4
740740966,1
740741552,3
740743283,3
740747491,4
740753679,2
740764487,1
740779695,2
740780376,20
740789294,1
740790992,0
740793460,2
740793831,0
740794633,4
740795997,4
740799980,3
740800781,2
740804531,3
740808854,20
740813440,1
740837652,0
740839566,4
740840438,1
740846321,0
740846587,4
740848407,3
740849744,20
740854316,2
740856616,3
740864556,1
740877941,2
740890318,1
740892090,20
740893134,0
740894031,0
740900018,3
740901195,2
740903079,3
740907672,4
740912418,1
740929551,2
740931957,20
740938507,1
740950257,0
740953441,4
740954711,0
740955356,4
740955881,2
740961558,3
740964768,3
740965339,1
740969812,20
740978216,2
740989332,1
740990618,0
740995767,0
741001619,2
741007743,4
741010875,3
741016930,20
741017855,3
741026708,1
741029042,2
741048835,1
741049598,20
741052296,0
741053767,0
741054195,2
741055516,4
741057194,4
741062549,3
741064260,3
741065135,1
741071770,1
741077738,2
741089489,20
741098506,0
741100573,4
741101972,2
741105125,0
741106140,4
741122194,3
741123287,3
741126769,1
741128472,2
741130164,20
741148200,1
741150193,0
741153090,0
741153737,4
741154516,2
741154821,4
741161841,3
741164587,3
741169473,20
741173976,1
741178396,2
741198516,20
741199428,0
741200384,1
741205573,0
741213216,4
741214303,2
741214854,4
741223035,3
741226154,3
741226684,1
741237728,2
741247620,1
741249534,20
741254640,2
741258276,0
741259702,4
741268350,0
741270492,3
741271457,4
741272665,1
741278243,3
741278503,2
741279565,20
741299801,1
741311875,4
741313956,0
741315807,2
741316250,4
741316521,0
741321558,20
741325236,3
741326380,3
741326793,1
741339697,2
741349095,1
741359689,0
741361576,20
741362535,4
741363845,2
741366664,4
741367237,0
741373515,1
741380173,3
741384214,3
741390306,2
741399724,20
741400698,1
741413188,4
741414236,2
741414629,4
741418127,0
741426269,0
741426853,1
741428297,3
741438177,3
741438481,2
741439233,20
741449604,1
741461692,2
741471703,0
741473398,4
741474845,4
741475138,0
741479735,20
741481083,3
741485264,3
741486781,1
741491495,2
741507986,1
741513718,2
741518944,0
741520139,20
741521027,4
741524381,1
741527382,0
741528824,4
741541330,3
741543026,2
741544751,3
741551060,1
741559734,20
741561167,2
741570349,4
741573326,0
741574404,0
741574815,4
741585620,1
741587953,3
741589002,20
741589461,2
741598131,3
741608033,1
741614389,2
741621084,4
741626039,4
741631982,0
741633130,1
741633812,0
741639968,2
741641129,20
741642711,3
741643778,3
741660875,1
741668874,20
741675373,2
741679224,0
741680711,4
741685945,1
741686546,0
741687351,4
741688153,3
741696564,3
741696908,2
741707919,1
741710287,20
741713751,2
741730914,4
741732573,0
741733594,0
741734056,4
741734509,1
741739667,2
741748805,20
741749702,3
741759971,1
741769982,3
741774908,2
741780027,0
741781766,4
741787636,1
741788854,0
741789168,4
741789939,20
741797489,2
741802138,3
741803192,3
741808105,1
741821988,2
741829984,20
741831681,0
741833227,0
741834895,1
741837313,4
741838785,4
741848098,3
741849944,2
741855564,3
741859528,1
741870021,20
741875511,2
741881114,4
741886437,1
741887547,4
741889310,0
741894561,0
741898112,2
741901712,3
741902706,3
741908880,1
741910968,20
741922379,2
741938670,0
741941081,4
741945686,0
741946160,1
741946564,4
741948849,2
741949712,20
741962410,3
741963839,3
741967934,1
741973912,2
741979370,20
741986406,1
741989988,0
741991833,1
741992893,0
741993468,4
741996247,4
741998794,2
742008685,3
742019913,20
742022091,2
742031227,3
742039752,4
742045706,1
742047778,4
742048907,2
742051160,0
742053083,0
742059132,20
742061489,3
742064627,3
742068576,1
742075226,2
742091927,4
742093623,1
742096099,4
742097377,2
742098420,0
742102416,20
742105924,0
742107774,3
742116050,3
742119491,1
742134642,2
742139783,20
